小韻號	首字	反切	編碼	切韻拼音	unt切韻擬音J	unt切韻擬音L	unt切韻通俗擬音	潘悟雲擬音	描述	聲母	開合	等和重紐	韻母	聲調	合法性	備註
726	蹉	七何	OlA	tsha	tsʰa	tsʰa	tsʰɑ	tsʰɑ˧	清開一歌平	清	開	一	歌	平	強合法	
727	多	得何	ElA	ta	ta	ta	tɑ	tɑ˧	端開一歌平	端	開	一	歌	平	強合法	
728	娑	素何	QlA	sa	sa	sa	sɑ	sɑ˧	心開一歌平	心	開	一	歌	平	強合法	
729	駝	徒河	GlA	da	da	da	dɑ	dɑ˧	定開一歌平	定	開	一	歌	平	強合法	
730	醝	昨何	PlA	dza	dza	dza	dzɑ	dzɑ˧	從開一歌平	從	開	一	歌	平	強合法	
731	莪	五何	glA	nga	ɴa	ɴa	ŋɑ	ŋɑ˧	疑開一歌平	疑	開	一	歌	平	強合法	
732	佗	託何	FlA	tha	tʰa	tʰa	tʰɑ	tʰɑ˧	透開一歌平	透	開	一	歌	平	強合法	
733	羅	魯何	IlA	la	ɫa	ɫa	lɑ	lɑ˧	來開一歌平	來	開	一	歌	平	強合法	
734	那	諾何	HlA	na	na	na	nɑ	nɑ˧	泥開一歌平	泥	開	一	歌	平	強合法	
735	何	胡歌	jlA	gha	ʁa	ʁa	ɣɑ	ɦɑ˧	匣開一歌平	匣	開	一	歌	平	強合法	
736	訶	虎何	ilA	ha	χa	χa	xɑ	hɑ˧	曉開一歌平	曉	開	一	歌	平	強合法	
737	珂	苦何	elA	kha	qʰa	qʰa	kʰɑ	kʰɑ˧	溪開一歌平	溪	開	一	歌	平	強合法	
738	阿	烏何	hlA	qa	ʔa	ʡa	ʔɑ	ʔɑ˧	影開一歌平	影	開	一	歌	平	強合法	
739	戈	古禾	dlI	kwa	qwa	qwa	kuɑ	kʷɑ˧	見合一歌平	見	合	一	歌	平	強合法	
740	遳	七戈	OlI	tshwa	tsʰwa	tsʰwa	tsʰuɑ	tsʰʷɑ˧	清合一歌平	清	合	一	歌	平	強合法	
741	𨹄	丁戈	ElI	twa	twa	twa	tuɑ	tʷɑ˧	端合一歌平	端	合	一	歌	平	強合法	
742	莎	蘇禾	QlI	swa	swa	swa	suɑ	sʷɑ˧	心合一歌平	心	合	一	歌	平	強合法	
743	婆	薄波	ClA	ba	ba	ᵬa	bɑ	bu̯ɑ˧	並一歌平	並		一	歌	平	強合法	
744	㸰	徒和	GlI	dwa	dwa	dwa	duɑ	dʷɑ˧	定合一歌平	定	合	一	歌	平	強合法	
745	摩	莫婆	DlA	ma	ma	ᵯa	mɑ	mu̯ɑ˧	明一歌平	明		一	歌	平	強合法	
746	矬	昨禾	PlI	dzwa	dzwa	dzwa	dzuɑ	dzʷɑ˧	從合一歌平	從	合	一	歌	平	強合法	
747	訛	五禾	glI	ngwa	ɴwa	ɴwa	ŋuɑ	ŋʷɑ˧	疑合一歌平	疑	合	一	歌	平	強合法	
748	詑	土禾	FlI	thwa	tʰwa	tʰwa	tʰuɑ	tʰʷɑ˧	透合一歌平	透	合	一	歌	平	強合法	
749	𩼊	落戈	IlI	lwa	ɫwa	ɫwa	luɑ	lʷɑ˧	來合一歌平	來	合	一	歌	平	強合法	
750	捼	奴禾	HlI	nwa	nwa	nwa	nuɑ	nʷɑ˧	泥合一歌平	泥	合	一	歌	平	強合法	
751	波	博禾	AlA	pa	pa	ᵱa	pɑ	pu̯ɑ˧	幫一歌平	幫		一	歌	平	強合法	
752	頗	滂禾	BlA	pha	pʰa	ᵱʰa	pʰɑ	pʰu̯ɑ˧	滂一歌平	滂		一	歌	平	強合法	
753	和	戶戈	jlI	ghwa	ʁwa	ʁwa	ɣuɑ	ɦʷɑ˧	匣合一歌平	匣	合	一	歌	平	強合法	
754	科	苦禾	elI	khwa	qʰwa	qʰwa	kʰuɑ	kʰʷɑ˧	溪合一歌平	溪	合	一	歌	平	強合法	
755	倭	烏禾	hlI	qwa	ʔwa	ʡwa	ʔuɑ	ʔʷɑ˧	影合一歌平	影	合	一	歌	平	強合法	
756	鞾	許𦚢	imI	hua	xɣwa	xwa	xʉɑ	hʷɨɑ˧	曉合三歌平	曉	合	三	歌	平	強合法	
757	𦚢	於靴	hmI	qua	ʔɣwa	ʔwa	ʔʉɑ	ʔʷɨɑ˧	影合三歌平	影	合	三	歌	平	強合法	
758	𩨷	去靴	emI	khua	kʰɣwa	kʰwa	kʰʉɑ	kʰʷɨɑ˧	溪合三歌平	溪	合	三	歌	平	強合法	
759	伽	求迦	fmA	gya	ɡɣa	ɡa	ɡɨɑ	ɡɨɑ˧	羣開三歌平	羣	開	三	歌	平	強合法	
760	佉	丘伽	emA	khya	kʰɣa	kʰa	kʰɨɑ	kʰɨɑ˧	溪開三歌平	溪	開	三	歌	平	強合法	
761	迦	居伽	dmA	kya	kɣa	ka	kɨɑ	kɨɑ˧	見開三歌平	見	開	三	歌	平	強合法	
762	脞	醋伽	OlI	tshwa	tsʰwa	tsʰwa	tsʰuɑ	tsʰʷɑ˧	清合一歌平	清	合	一	歌	平	強合法	
763	侳	子𩨷	NlI	tswa	tswa	tswa	tsuɑ	tsʷɑ˧	精合一歌平	精	合	一	歌	平	強合法	
764	瘸	巨靴	fmI	gua	ɡɣwa	ɡwa	ɡʉɑ	ɡʷɨɑ˧	羣合三歌平	羣	合	三	歌	平	強合法	
765	𦣛	縷𩨷	ImI	lua	lwa	lwa	lʉɑ	lʷɨɑ˧	來合三歌平	來	合	三	歌	平	無效	
766	麻	莫霞	DnA	mae	maˤ	ᵯaˤ	mæ	mɣæ˧	明二麻平	明		二	麻	平	強合法	
767	車	尺遮	YoA	tjhiae	tɕʰa	tɕʰa	tɕʰiæ	tɕʰiæ˧	昌開三麻平	昌	開	三	麻	平	強合法	
768	奢	式車	aoA	sjiae	ɕa	ɕa	ɕiæ	ɕiæ˧	書開三麻平	書	開	三	麻	平	強合法	
769	邪	以遮	loA	jiae	ja	ja	jiæ	jiæ˧	以開三麻平	以	開	三	麻	平	強合法	
770	遮	正奢	XoA	tjiae	tɕa	tɕa	tɕiæ	tɕiæ˧	章開三麻平	章	開	三	麻	平	強合法	
771	嗟	子邪	NoA	tsiae	tsja	tsja	tsiæ	tsiæ˧	精開三麻平	精	開	三	麻	平	強合法	
772	蛇	食遮	boA	zjiae	ʑa	ʑa	ʑiæ	ʑiæ˧	船開三麻平	船	開	三	麻	平	強合法	
773	華	戶花	jnI	ghwae	ʁwaˤ	ʁwaˤ	ɣuæ	ɦʷɣæ˧	匣合二麻平	匣	合	二	麻	平	強合法	
774	瓜	古華	dnI	kwae	qwaˤ	qwaˤ	kuæ	kʷɣæ˧	見合二麻平	見	合	二	麻	平	強合法	
775	華	呼瓜	inI	hwae	χwaˤ	χwaˤ	xuæ	hʷɣæ˧	曉合二麻平	曉	合	二	麻	平	強合法	
776	誇	苦瓜	enI	khwae	qʰwaˤ	qʰwaˤ	kʰuæ	kʰʷɣæ˧	溪合二麻平	溪	合	二	麻	平	強合法	
777	拏	女加	MnA	nrae	ɳaˤ	ɳaˤ	ɳæ	ɳɣæ˧	孃開二麻平	孃	開	二	麻	平	強合法	
778	嘉	古牙	dnA	kae	qaˤ	qaˤ	kæ	kɣæ˧	見開二麻平	見	開	二	麻	平	強合法	
779	遐	胡加	jnA	ghae	ʁaˤ	ʁaˤ	ɣæ	ɦɣæ˧	匣開二麻平	匣	開	二	麻	平	強合法	
780	葩	普巴	BnA	phae	pʰaˤ	ᵱʰaˤ	pʰæ	pʰɣæ˧	滂二麻平	滂		二	麻	平	強合法	
781	鴉	於加	hnA	qae	ʔaˤ	ʡaˤ	ʔæ	ʔɣæ˧	影開二麻平	影	開	二	麻	平	強合法	
782	巴	伯加	AnA	pae	paˤ	ᵱaˤ	pæ	pɣæ˧	幫二麻平	幫		二	麻	平	強合法	
783	叉	初牙	TnA	tsrhae	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰɣæ˧	初開二麻平	初	開	二	麻	平	強合法	
784	鯊	所加	VnA	srae	ʂaˤ	ʂaˤ	ʂæ	ʂɣæ˧	生開二麻平	生	開	二	麻	平	強合法	
785	牙	五加	gnA	ngae	ɴaˤ	ɴaˤ	ŋæ	ŋɣæ˧	疑開二麻平	疑	開	二	麻	平	強合法	
786	樝	側加	SnA	tsrae	tʂaˤ	tʂaˤ	tʂæ	tʂɣæ˧	莊開二麻平	莊	開	二	麻	平	強合法	
787	𡨀	宅加	LnA	drae	ɖaˤ	ɖaˤ	ɖæ	ɖɣæ˧	澄開二麻平	澄	開	二	麻	平	強合法	
788	衺	似嗟	RoA	ziae	zja	zja	ziæ	ziæ˧	邪開三麻平	邪	開	三	麻	平	強合法	
789	闍	視遮	ZoA	djiae	dʑa	dʑa	dʑiæ	dʑiæ˧	常開三麻平	常	開	三	麻	平	強合法	
790	窊	烏瓜	hnI	qwae	ʔwaˤ	ʡwaˤ	ʔuæ	ʔʷɣæ˧	影合二麻平	影	合	二	麻	平	強合法	
791	髽	莊華	SnI	tsrwae	tʂwaˤ	tʂwaˤ	tʂuæ	tʂʷɣæ˧	莊合二麻平	莊	合	二	麻	平	強合法	
792	檛	陟瓜	JnI	trwae	ʈwaˤ	ʈwaˤ	ʈuæ	ʈʷɣæ˧	知合二麻平	知	合	二	麻	平	弱合法	
793	爬	蒲巴	CnA	bae	baˤ	ᵬaˤ	bæ	bɣæ˧	並二麻平	並		二	麻	平	強合法	
794	楂	鉏加	UnA	dzrae	dʐaˤ	dʐaˤ	dʐæ	dʐɣæ˧	崇開二麻平	崇	開	二	麻	平	強合法	
795	侘	敕加	KnA	trhae	ʈʰaˤ	ʈʰaˤ	ʈʰæ	ʈʰɣæ˧	徹開二麻平	徹	開	二	麻	平	強合法	
796	奓	陟加	JnA	trae	ʈaˤ	ʈaˤ	ʈæ	ʈɣæ˧	知開二麻平	知	開	二	麻	平	強合法	
797	煆	許加	inA	hae	χaˤ	χaˤ	xæ	hɣæ˧	曉開二麻平	曉	開	二	麻	平	強合法	
798	䶗	苦加	enA	khae	qʰaˤ	qʰaˤ	kʰæ	kʰɣæ˧	溪開二麻平	溪	開	二	麻	平	強合法	
799	㚗	才邪	PoA	dziae	dzja	dzja	dziæ	dziæ˧	從開三麻平	從	開	三	麻	平	強合法	
800	若	人賒	coA	njiae	ɲa	ɲa	ɲiæ	ȵiæ˧	日開三麻平	日	開	三	麻	平	強合法	
801	些	寫邪	QoA	siae	sja	sja	siæ	siæ˧	心開三麻平	心	開	三	麻	平	強合法	
802	爹	陟邪	EoA	tiae	tja	tja	tiæ	tiæ˧	端開四(?)麻平	端	開	四(?)	麻	平	無效	
803	𣢉	五瓜	gnI	ngwae	ɴwaˤ	ɴwaˤ	ŋuæ	ŋʷɣæ˧	疑合二麻平	疑	合	二	麻	平	強合法	
804	𣘟	乞加	enA	khae	qʰaˤ	qʰaˤ	kʰæ	kʰɣæ˧	溪開二麻平	溪	開	二	麻	平	強合法	
805	陽	與章	lpA	jyang	jaɴ	jaɴ	jɨɑŋ	jɨaŋ˧	以開三陽平	以	開	三	陽	平	強合法	
806	詳	似羊	RpA	zyang	zjaɴ	zjaɴ	zɨɑŋ	zɨaŋ˧	邪開三陽平	邪	開	三	陽	平	強合法	
807	良	呂張	IpA	lyang	laɴ	laɴ	lɨɑŋ	lɨaŋ˧	來開三陽平	來	開	三	陽	平	強合法	
808	香	許良	ipA	hyang	xɣaɴ	xaɴ	xɨɑŋ	hɨaŋ˧	曉開三陽平	曉	開	三	陽	平	強合法	
809	商	式羊	apA	sjyang	ɕaɴ	ɕaɴ	ɕɨɑŋ	ɕɨaŋ˧	書開三陽平	書	開	三	陽	平	強合法	
810	房	符方	CpA	buang	bʋaɴ	baɴ	bɨɑŋ	bɨaŋ˧	並三陽平	並		三	陽	平	強合法	
811	章	諸良	XpA	tjyang	tɕaɴ	tɕaɴ	tɕɨɑŋ	tɕɨaŋ˧	章開三陽平	章	開	三	陽	平	強合法	
812	昌	尺良	YpA	tjhyang	tɕʰaɴ	tɕʰaɴ	tɕʰɨɑŋ	tɕʰɨaŋ˧	昌開三陽平	昌	開	三	陽	平	強合法	
813	羌	去羊	epA	khyang	kʰɣaɴ	kʰaɴ	kʰɨɑŋ	kʰɨaŋ˧	溪開三陽平	溪	開	三	陽	平	強合法	
814	薑	居良	dpA	kyang	kɣaɴ	kaɴ	kɨɑŋ	kɨaŋ˧	見開三陽平	見	開	三	陽	平	強合法	
815	長	直良	LpA	dryang	ɖaɴ	ɖaɴ	ɖɨɑŋ	ɖɨaŋ˧	澄開三陽平	澄	開	三	陽	平	強合法	
816	張	陟良	JpA	tryang	ʈaɴ	ʈaɴ	ʈɨɑŋ	ʈɨaŋ˧	知開三陽平	知	開	三	陽	平	強合法	
817	穰	汝陽	cpA	njyang	ɲaɴ	ɲaɴ	ɲɨɑŋ	ȵɨaŋ˧	日開三陽平	日	開	三	陽	平	強合法	
818	方	府良	ApA	puang	pʋaɴ	paɴ	pɨɑŋ	pɨaŋ˧	幫三陽平	幫		三	陽	平	強合法	
819	襄	息良	QpA	syang	sjaɴ	sjaɴ	sɨɑŋ	sɨaŋ˧	心開三陽平	心	開	三	陽	平	強合法	
820	將	即良	NpA	tsyang	tsjaɴ	tsjaɴ	tsɨɑŋ	tsɨaŋ˧	精開三陽平	精	開	三	陽	平	強合法	
821	創	初良	TpA	tsrhyang	tʂʰaɴ	tʂʰaɴ	tʂʰɨɑŋ	tʂʰɨaŋ˧	初開三陽平	初	開	三	陽	平	強合法	
822	亡	武方	DpA	muang	mʋaɴ	maɴ	mɨɑŋ	mɨaŋ˧	明三陽平	明		三	陽	平	強合法	
823	孃	女良	MpA	nryang	ɳaɴ	ɳaɴ	ɳɨɑŋ	ɳɨaŋ˧	孃開三陽平	孃	開	三	陽	平	強合法	
824	牀	士莊	UpA	dzryang	dʐaɴ	dʐaɴ	dʐɨɑŋ	dʐɨaŋ˧	崇開三陽平	崇	開	三	陽	平	強合法	
825	莊	側羊	SpA	tsryang	tʂaɴ	tʂaɴ	tʂɨɑŋ	tʂɨaŋ˧	莊開三陽平	莊	開	三	陽	平	強合法	
826	常	市羊	ZpA	djyang	dʑaɴ	dʑaɴ	dʑɨɑŋ	dʑɨaŋ˧	常開三陽平	常	開	三	陽	平	強合法	
827	霜	色莊	VpA	sryang	ʂaɴ	ʂaɴ	ʂɨɑŋ	ʂɨaŋ˧	生開三陽平	生	開	三	陽	平	強合法	
828	牆	在良	PpA	dzyang	dzjaɴ	dzjaɴ	dzɨɑŋ	dzɨaŋ˧	從開三陽平	從	開	三	陽	平	強合法	
829	鏘	七羊	OpA	tshyang	tsʰjaɴ	tsʰjaɴ	tsʰɨɑŋ	tsʰɨaŋ˧	清開三陽平	清	開	三	陽	平	強合法	
830	匡	去王	epI	khuang	kʰɣwaɴ	kʰwaɴ	kʰʉɑŋ	kʰʷɨaŋ˧	溪合三陽平	溪	合	三	陽	平	強合法	
831	王	雨方	kpI	uang	waɴ	waɴ	ʉɑŋ	ɦʷɨaŋ˧	云合三陽平	云	合	三	陽	平	強合法	
832	央	於良	hpA	qyang	ʔɣaɴ	ʔaɴ	ʔɨɑŋ	ʔɨaŋ˧	影開三陽平	影	開	三	陽	平	強合法	
833	強	巨良	fpA	gyang	ɡɣaɴ	ɡaɴ	ɡɨɑŋ	ɡɨaŋ˧	羣開三陽平	羣	開	三	陽	平	強合法	
834	𦳝	褚羊	KpA	trhyang	ʈʰaɴ	ʈʰaɴ	ʈʰɨɑŋ	ʈʰɨaŋ˧	徹開三陽平	徹	開	三	陽	平	強合法	
835	芳	敷方	BpA	phuang	pʰʋaɴ	pʰaɴ	pʰɨɑŋ	pʰɨaŋ˧	滂三陽平	滂		三	陽	平	強合法	
836	狂	巨王	fpI	guang	ɡɣwaɴ	ɡwaɴ	ɡʉɑŋ	ɡʷɨaŋ˧	羣合三陽平	羣	合	三	陽	平	強合法	
837	唐	徒郎	GqA	dang	daɴ	daɴ	dɑŋ	dɑŋ˧	定開一唐平	定	開	一	唐	平	強合法	
838	郎	魯當	IqA	lang	ɫaɴ	ɫaɴ	lɑŋ	lɑŋ˧	來開一唐平	來	開	一	唐	平	強合法	
839	當	都郎	EqA	tang	taɴ	taɴ	tɑŋ	tɑŋ˧	端開一唐平	端	開	一	唐	平	強合法	
840	倉	七岡	OqA	tshang	tsʰaɴ	tsʰaɴ	tsʰɑŋ	tsʰɑŋ˧	清開一唐平	清	開	一	唐	平	強合法	
841	岡	古郎	dqA	kang	qaɴ	qaɴ	kɑŋ	kɑŋ˧	見開一唐平	見	開	一	唐	平	強合法	
842	桑	息郎	QqA	sang	saɴ	saɴ	sɑŋ	sɑŋ˧	心開一唐平	心	開	一	唐	平	強合法	
843	康	苦岡	eqA	khang	qʰaɴ	qʰaɴ	kʰɑŋ	kʰɑŋ˧	溪開一唐平	溪	開	一	唐	平	強合法	
844	荒	呼光	iqI	hwang	χwaɴ	χwaɴ	xuɑŋ	hʷɑŋ˧	曉合一唐平	曉	合	一	唐	平	強合法	
845	黃	胡光	jqI	ghwang	ʁwaɴ	ʁwaɴ	ɣuɑŋ	ɦʷɑŋ˧	匣合一唐平	匣	合	一	唐	平	強合法	
846	光	古黃	dqI	kwang	qwaɴ	qwaɴ	kuɑŋ	kʷɑŋ˧	見合一唐平	見	合	一	唐	平	強合法	
847	湯	吐郎	FqA	thang	tʰaɴ	tʰaɴ	tʰɑŋ	tʰɑŋ˧	透開一唐平	透	開	一	唐	平	強合法	
848	滂	普郎	BqA	phang	pʰaɴ	ᵱʰaɴ	pʰɑŋ	pʰɑŋ˧	滂一唐平	滂		一	唐	平	強合法	
849	汪	烏光	hqI	qwang	ʔwaɴ	ʡwaɴ	ʔuɑŋ	ʔʷɑŋ˧	影合一唐平	影	合	一	唐	平	強合法	
850	鴦	烏郎	hqA	qang	ʔaɴ	ʡaɴ	ʔɑŋ	ʔɑŋ˧	影開一唐平	影	開	一	唐	平	強合法	
851	炕	呼郎	iqA	hang	χaɴ	χaɴ	xɑŋ	hɑŋ˧	曉開一唐平	曉	開	一	唐	平	強合法	
852	航	胡郎	jqA	ghang	ʁaɴ	ʁaɴ	ɣɑŋ	ɦɑŋ˧	匣開一唐平	匣	開	一	唐	平	強合法	
853	茫	莫郎	DqA	mang	maɴ	ᵯaɴ	mɑŋ	mɑŋ˧	明一唐平	明		一	唐	平	強合法	
854	臧	則郎	NqA	tsang	tsaɴ	tsaɴ	tsɑŋ	tsɑŋ˧	精開一唐平	精	開	一	唐	平	強合法	
855	囊	奴當	HqA	nang	naɴ	naɴ	nɑŋ	nɑŋ˧	泥開一唐平	泥	開	一	唐	平	強合法	
856	傍	步光	CqA	bang	baɴ	ᵬaɴ	bɑŋ	bɑŋ˧	並一唐平	並		一	唐	平	強合法	
857	卬	五剛	gqA	ngang	ɴaɴ	ɴaɴ	ŋɑŋ	ŋɑŋ˧	疑開一唐平	疑	開	一	唐	平	強合法	
858	藏	昨郎	PqA	dzang	dzaɴ	dzaɴ	dzɑŋ	dzɑŋ˧	從開一唐平	從	開	一	唐	平	強合法	
859	䯑	苦光	eqI	khwang	qʰwaɴ	qʰwaɴ	kʰuɑŋ	kʰʷɑŋ˧	溪合一唐平	溪	合	一	唐	平	強合法	
860	幫	博旁	AqA	pang	paɴ	ᵱaɴ	pɑŋ	pɑŋ˧	幫一唐平	幫		一	唐	平	強合法	
861	庚	古行	drA	kaeng	qaˤŋ	qaˤŋ	kæŋ	kɣæŋ˧	見開二庚平	見	開	二	庚	平	強合法	
862	阬	客庚	erA	khaeng	qʰaˤŋ	qʰaˤŋ	kʰæŋ	kʰɣæŋ˧	溪開二庚平	溪	開	二	庚	平	強合法	
863	盲	武庚	DrA	maeng	maˤŋ	ᵯaˤŋ	mæŋ	mɣæŋ˧	明二庚平	明		二	庚	平	強合法	
864	橫	戶盲	jrI	ghwaeng	ʁwaˤŋ	ʁwaˤŋ	ɣuæŋ	ɦʷɣæŋ˧	匣合二庚平	匣	合	二	庚	平	強合法	
865	閍	甫盲	ArA	paeng	paˤŋ	ᵱaˤŋ	pæŋ	pɣæŋ˧	幫二庚平	幫		二	庚	平	強合法	
866	諻	虎橫	irI	hwaeng	χwaˤŋ	χwaˤŋ	xuæŋ	hʷɣæŋ˧	曉合二庚平	曉	合	二	庚	平	強合法	
867	觵	古橫	drI	kwaeng	qwaˤŋ	qwaˤŋ	kuæŋ	kʷɣæŋ˧	見合二庚平	見	合	二	庚	平	強合法	
868	彭	薄庚	CrA	baeng	baˤŋ	ᵬaˤŋ	bæŋ	bɣæŋ˧	並二庚平	並		二	庚	平	強合法	
869	脝	許庚	irA	haeng	χaˤŋ	χaˤŋ	xæŋ	hɣæŋ˧	曉開二庚平	曉	開	二	庚	平	強合法	
870	瞠	丑庚	KrA	trhaeng	ʈʰaˤŋ	ʈʰaˤŋ	ʈʰæŋ	ʈʰɣæŋ˧	徹開二庚平	徹	開	二	庚	平	強合法	
871	鎗	楚庚	TrA	tsrhaeng	tʂʰaˤŋ	tʂʰaˤŋ	tʂʰæŋ	tʂʰɣæŋ˧	初開二庚平	初	開	二	庚	平	強合法	
872	傖	助庚	UrA	dzraeng	dʐaˤŋ	dʐaˤŋ	dʐæŋ	dʐɣæŋ˧	崇開二庚平	崇	開	二	庚	平	強合法	
873	霙	於驚	hsA	qyaeng	ʔɹaŋ	ʔɹaŋ	ʔɨæŋ	ʔɣiæŋ˧	影開三B庚平	影	開	三B	庚	平	強合法	
874	磅	撫庚	BrA	phaeng	pʰaˤŋ	ᵱʰaˤŋ	pʰæŋ	pʰɣæŋ˧	滂二庚平	滂		二	庚	平	強合法	
875	平	符兵	CsA	byaeng	bɹaŋ	bɹaŋ	bɨæŋ	bɣiæŋ˧	並三B庚平	並		三B	庚	平	強合法	
876	驚	舉卿	dsA	kyaeng	kɹaŋ	kɹaŋ	kɨæŋ	kɣiæŋ˧	見開三B庚平	見	開	三B	庚	平	強合法	
877	明	武兵	DsA	myaeng	mɹaŋ	mɹaŋ	mɨæŋ	mɣiæŋ˧	明三B庚平	明		三B	庚	平	強合法	
878	棖	直庚	LrA	draeng	ɖaˤŋ	ɖaˤŋ	ɖæŋ	ɖɣæŋ˧	澄開二庚平	澄	開	二	庚	平	強合法	
879	趟	竹盲	JrA	traeng	ʈaˤŋ	ʈaˤŋ	ʈæŋ	ʈɣæŋ˧	知開二庚平	知	開	二	庚	平	強合法	
880	榮	永兵	ksI	uaeng	wɹaŋ	wɹaŋ	ʉæŋ	ɦʷɣiæŋ˧	云合三B庚平	云	合	三B	庚	平	強合法	
881	兵	甫明	AsA	pyaeng	pɹaŋ	pɹaŋ	pɨæŋ	pɣiæŋ˧	幫三B庚平	幫		三B	庚	平	強合法	
882	兄	許榮	isI	huaeng	xɹwaŋ	xɹwaŋ	xʉæŋ	hʷɣiæŋ˧	曉合三B庚平	曉	合	三B	庚	平	強合法	
883	卿	去京	esA	khyaeng	kʰɹaŋ	kʰɹaŋ	kʰɨæŋ	kʰɣiæŋ˧	溪開三B庚平	溪	開	三B	庚	平	強合法	
884	生	所庚	VsA	sryaeng	ʂaŋ	ʂaŋ	ʂɨæŋ	ʂɣiæŋ˧	生開三庚平	生	開	三	庚	平	強合法	
885	擎	渠京	fsA	gyaeng	ɡɹaŋ	ɡɹaŋ	ɡɨæŋ	ɡɣiæŋ˧	羣開三B庚平	羣	開	三B	庚	平	強合法	
886	迎	語京	gsA	ngyaeng	ŋɹaŋ	ŋɹaŋ	ŋɨæŋ	ŋɣiæŋ˧	疑開三B庚平	疑	開	三B	庚	平	強合法	
887	行	戶庚	jrA	ghaeng	ʁaˤŋ	ʁaˤŋ	ɣæŋ	ɦɣæŋ˧	匣開二庚平	匣	開	二	庚	平	強合法	
888	鬤	乃庚	MrA	nraeng	ɳaˤŋ	ɳaˤŋ	ɳæŋ	ɳɣæŋ˧	孃開二庚平	孃	開	二	庚	平	強合法	
889	耕	古莖	dtA	keeng	qeˤŋ	qeˤŋ	kɛŋ	kɣɛŋ˧	見開二耕平	見	開	二	耕	平	強合法	
890	鏗	口莖	etA	kheeng	qʰeˤŋ	qʰeˤŋ	kʰɛŋ	kʰɣɛŋ˧	溪開二耕平	溪	開	二	耕	平	強合法	
891	甍	莫耕	DtA	meeng	meˤŋ	ᵯeˤŋ	mɛŋ	mɣɛŋ˧	明二耕平	明		二	耕	平	強合法	
892	浜	布耕	ArA	peeng	paˤŋ	ᵱaˤŋ	pæŋ	pɣɛŋ˧	幫二耕→庚平	幫		二	耕→庚	平	強合法	
893	宏	戶萌	jtI	ghweeng	ʁweˤŋ	ʁweˤŋ	ɣuɛŋ	ɦʷɣɛŋ˧	匣合二耕平	匣	合	二	耕	平	強合法	
894	莖	戶耕	jtA	gheeng	ʁeˤŋ	ʁeˤŋ	ɣɛŋ	ɦɣɛŋ˧	匣開二耕平	匣	開	二	耕	平	強合法	
895	朾	中莖	JtA	treeng	ʈeˤŋ	ʈeˤŋ	ʈɛŋ	ʈɣɛŋ˧	知開二耕平	知	開	二	耕	平	強合法	
896	甖	烏莖	htA	qeeng	ʔeˤŋ	ʡeˤŋ	ʔɛŋ	ʔɣɛŋ˧	影開二耕平	影	開	二	耕	平	強合法	
897	崢	士耕	UtA	dzreeng	dʐeˤŋ	dʐeˤŋ	dʐɛŋ	dʐɣɛŋ˧	崇開二耕平	崇	開	二	耕	平	強合法	
898	琤	楚耕	TtA	tsrheeng	tʂʰeˤŋ	tʂʰeˤŋ	tʂʰɛŋ	tʂʰɣɛŋ˧	初開二耕平	初	開	二	耕	平	強合法	
899	儜	女耕	MtA	nreeng	ɳeˤŋ	ɳeˤŋ	ɳɛŋ	ɳɣɛŋ˧	孃開二耕平	孃	開	二	耕	平	強合法	
900	怦	普耕	BtA	pheeng	pʰeˤŋ	ᵱʰeˤŋ	pʰɛŋ	pʰɣɛŋ˧	滂二耕平	滂		二	耕	平	強合法	
901	轟	呼宏	itI	hweeng	χweˤŋ	χweˤŋ	xuɛŋ	hʷɣɛŋ˧	曉合二耕平	曉	合	二	耕	平	強合法	
902	繃	北萌	AtA	peeng	peˤŋ	ᵱeˤŋ	pɛŋ	pɣɛŋ˧	幫二耕平	幫		二	耕	平	強合法	
903	橙	宅耕	LtA	dreeng	ɖeˤŋ	ɖeˤŋ	ɖɛŋ	ɖɣɛŋ˧	澄開二耕平	澄	開	二	耕	平	強合法	
904	泓	烏宏	htI	qweeng	ʔweˤŋ	ʡweˤŋ	ʔuɛŋ	ʔʷɣɛŋ˧	影合二耕平	影	合	二	耕	平	強合法	
905	輣	薄萌	CtA	beeng	beˤŋ	ᵬeˤŋ	bɛŋ	bɣɛŋ˧	並二耕平	並		二	耕	平	強合法	
906	娙	五莖	gtA	ngeeng	ɴeˤŋ	ɴeˤŋ	ŋɛŋ	ŋɣɛŋ˧	疑開二耕平	疑	開	二	耕	平	強合法	
907	爭	側莖	StA	tsreeng	tʂeˤŋ	tʂeˤŋ	tʂɛŋ	tʂɣɛŋ˧	莊開二耕平	莊	開	二	耕	平	強合法	
908	清	七情	OuA	tshiaeng	tsʰjaŋ	tsʰjaŋ	tsʰiæŋ	tsʰiᴇŋ˧	清開三清平	清	開	三	清	平	強合法	
909	情	疾盈	PuA	dziaeng	dzjaŋ	dzjaŋ	dziæŋ	dziᴇŋ˧	從開三清平	從	開	三	清	平	強合法	
910	精	子盈	NuA	tsiaeng	tsjaŋ	tsjaŋ	tsiæŋ	tsiᴇŋ˧	精開三清平	精	開	三	清	平	強合法	
911	盈	以成	luA	jiaeng	jaŋ	jaŋ	jiæŋ	jiᴇŋ˧	以開三清平	以	開	三	清	平	強合法	
